종목명,현재가,전일비,등락률,매수호가,매도호가,거래량,거래대금,전일거래량,업종명,조회일자,종목명_전처리,종목코드,매출액,영업이익,당기순이익,영업이익률,순이익률,ROE(지배주주),부채비율,당좌비율,유보율,EPS(원),PER(배),BPS(원),PBR(배),주당배당금(원),시가배당률(%),배당성향(%),시가총액,시가총액순위,상장주식수,액면가l매매단위,외국인한도주식수(A),외국인보유주식수(B),외국인소진율(B/A),투자의견l목표주가,52주최고l최저,PERlEPS(2022.06),추정PERlEPS,PBRlBPS (2022.06),배당수익률,동일업종 PER,동일업종 등락률,배당수익률l2021.12,PERlEPS(2021.12),PBRlBPS (2021.12),PERlEPS(2022.03),PBRlBPS (2022.03),PERlEPS(2021.09),PBRlBPS (2021.09)
한솔아이원스 *,7250.0,50.0,+0.69%,7230.0,7250.0,21926.0,159.0,65575.0,반도체와반도체장비,2022-09-20,한솔아이원스,114810,,,,,,,,,,,,,,,,,"2,128  억원",코스닥 381위,29352174,500원  l  1주,29352174,359724,1.23%,N/A  l  N/A,"13,800  l  6,570","6.61배  l  1,097원",N/A  l  N/A,"1.08배  l  6,695원",,7.35배,-1.10%,,,,,,,
동진쎄미켐 *,31300.0,200.0,+0.64%,31250.0,31300.0,217253.0,6831.0,348646.0,반도체와반도체장비,2022-09-20,동진쎄미켐,005290,,,,,,,,,,,,,,,,,"1조  6,093  억원",코스닥 21위,51414494,500원  l  1주,51414494,3843460,7.48%,N/A  l  N/A,"52,100  l  29,350","11.74배  l  2,665원",N/A  l  N/A,"2.53배  l  12,364원",,7.35배,-1.10%,0.35%,,,,,,
마이크로컨텍솔 *,6080.0,30.0,+0.50%,6080.0,6090.0,24238.0,147.0,72212.0,반도체와반도체장비,2022-09-20,마이크로컨텍솔,098120,,,,,,,,,,,,,,,,,505  억원,코스닥 1303위,8312766,500원  l  1주,8312766,1259760,15.15%,N/A  l  N/A,"15,650  l  5,680",6.23배  l  976원,N/A  l  N/A,"1.14배  l  5,339원",,7.35배,-1.10%,0.49%,,,,,,
성우테크론 *,4540.0,20.0,+0.44%,4540.0,4560.0,16466.0,75.0,33180.0,반도체와반도체장비,2022-09-20,성우테크론,045300,,,,,,,,,,,,,,,,,444  억원,코스닥 1368위,9771293,500원  l  1주,9771293,211711,2.17%,N/A  l  N/A,"8,190  l  4,150",7.64배  l  594원,N/A  l  N/A,"0.67배  l  6,730원",,7.35배,-1.10%,0.86%,,,,,,
한국전자홀딩스,1330.0,5.0,+0.38%,1325.0,1340.0,179012.0,239.0,224954.0,반도체와반도체장비,2022-09-20,한국전자홀딩스,006200,,,,,,,,,,,,,,,,,622  억원,코스피 976위,46803136,500원  l  1주,46803136,2226387,4.76%,N/A  l  N/A,"2,740  l  1,260",2.38배  l  559원,N/A  l  N/A,"0.41배  l  3,209원",,7.35배,-1.10%,,,,,,,
한미반도체,13050.0,50.0,+0.38%,13050.0,13100.0,674540.0,8900.0,1147794.0,반도체와반도체장비,2022-09-20,한미반도체,042700,1052.0,402.0,,38.16,,,,,,325.0,40.06,,,,,,"1조  2,909  억원",코스피 188위,98919754,100원  l  1주,98919754,5109634,5.17%,"4.00매수  l  18,000","19,825  l  11,550","11.44배  l  1,141원","11.00배  l  1,175원","3.47배  l  3,764원",,7.35배,-1.10%,2.30%,,,,,,
오션브릿지 *,13350.0,50.0,+0.38%,13350.0,13400.0,10352.0,138.0,27549.0,반도체와반도체장비,2022-09-20,오션브릿지,241790,,,,,,,,,,,,,,,,,"1,335  억원",코스닥 662위,10002634,500원  l  1주,10002634,103978,1.04%,N/A  l  N/A,"17,900  l  10,150","9.17배  l  1,456원",N/A  l  N/A,"1.50배  l  8,885원",,7.35배,-1.10%,2.25%,,,,,,
에이티세미콘 *,1410.0,5.0,+0.36%,1405.0,1410.0,908448.0,1281.0,834446.0,반도체와반도체장비,2022-09-20,에이티세미콘,089530,,,,,,,,,,,,,,,,,806  억원,코스닥 992위,57151101,500원  l  1주,57151101,721471,1.26%,N/A  l  N/A,"3,895  l  906","N/A  l  -1,830원",N/A  l  N/A,"1.24배  l  1,139원",,7.35배,-1.10%,,,,,,,
윈팩 *,1415.0,5.0,+0.35%,1410.0,1415.0,53604.0,76.0,290778.0,반도체와반도체장비,2022-09-20,윈팩,097800,,,,,,,,,,,,,,,,,703  억원,코스닥 1097위,49667141,500원  l  1주,49667141,768859,1.55%,N/A  l  N/A,"2,675  l  1,275",N/A  l  -98원,N/A  l  N/A,"1.09배  l  1,294원",,7.35배,-1.10%,,,,,,,
시그네틱스 *,1520.0,5.0,+0.33%,1515.0,1520.0,186947.0,283.0,433698.0,반도체와반도체장비,2022-09-20,시그네틱스,033170,,,,,,,,,,,,,,,,,"1,303  억원",코스닥 670위,85728319,500원  l  1주,85728319,1508242,1.76%,N/A  l  N/A,"2,800  l  1,375",10.13배  l  150원,N/A  l  N/A,"1.02배  l  1,484원",,7.35배,-1.10%,,,,,,,
원익홀딩스 *,3395.0,10.0,+0.30%,3390.0,3395.0,319863.0,1096.0,127187.0,반도체와반도체장비,2022-09-20,원익홀딩스,030530,,,,,,,,,,,,,,,,,"2,622  억원",코스닥 298위,77237981,500원  l  1주,77237981,6073733,7.86%,N/A  l  N/A,"5,740  l  3,300",3.49배  l  972원,N/A  l  N/A,"0.26배  l  13,114원",,7.35배,-1.10%,,,,,,,
이오테크닉스 *,71400.0,200.0,+0.28%,71300.0,71400.0,41631.0,2984.0,49395.0,반도체와반도체장비,2022-09-20,이오테크닉스,039030,1100.0,247.0,196.0,22.45,17.82,,,,,,,,,,,,"8,796  억원",코스닥 58위,12319550,500원  l  1주,12319550,2239087,18.18%,"4.00매수  l  110,000","124,000  l  69,100","11.12배  l  6,420원",N/A  l  N/A,"1.71배  l  41,858원",,7.35배,-1.10%,1.26%,,,,,,
오킨스전자 *,19950.0,50.0,+0.25%,19950.0,20000.0,17879.0,358.0,41911.0,반도체와반도체장비,2022-09-20,오킨스전자,080580,,,,,,,,,,,,,,,,,"3,527  억원",코스닥 205위,17679298,500원  l  1주,17679298,2028173,11.47%,N/A  l  N/A,"28,800  l  18,550",136.64배  l  146원,N/A  l  N/A,"9.50배  l  2,099원",,7.35배,-1.10%,,,,,,,
픽셀플러스 *,9340.0,20.0,+0.21%,9330.0,9340.0,41443.0,387.0,152846.0,반도체와반도체장비,2022-09-20,픽셀플러스,087600,,,,,,,,,,,,,,,,,763  억원,코스닥 1030위,8166558,500원  l  1주,8166558,0,0.00%,N/A  l  N/A,"13,750  l  7,060",11.84배  l  789원,N/A  l  N/A,"0.68배  l  13,654원",,7.35배,-1.10%,,,,,,,
바른전자 *,4960.0,10.0,+0.20%,4960.0,4965.0,176222.0,882.0,190917.0,반도체와반도체장비,2022-09-20,바른전자,064520,,,,,,,,,,,,,,,,,417  억원,코스닥 1396위,8416723,500원  l  1주,8416723,41351,0.49%,N/A  l  N/A,"7,200  l  4,170","1,653.33배  l  3원",N/A  l  N/A,"0.95배  l  5,217원",,7.35배,-1.10%,,,,,,,
네패스아크 *,25550.0,50.0,+0.20%,25550.0,25600.0,14649.0,378.0,20030.0,반도체와반도체장비,2022-09-20,네패스아크,330860,,,,,,,,,,,,,,,,,"3,113  억원",코스닥 235위,12184045,500원  l  1주,12184045,182437,1.50%,"4.00매수  l  43,000","56,000  l  25,400","11.48배  l  2,225원",N/A  l  N/A,"1.27배  l  20,045원",,7.35배,-1.10%,,,,,,,
뉴파워프라즈마 *,4300.0,5.0,+0.12%,4300.0,4305.0,44131.0,190.0,133735.0,반도체와반도체장비,2022-09-20,뉴파워프라즈마,144960,,,,,,,,,,,,,,,,,"1,879  억원",코스닥 436위,43692624,100원  l  1주,43692624,1459533,3.34%,N/A  l  N/A,"9,460  l  3,600",10.39배  l  414원,N/A  l  N/A,"0.83배  l  5,205원",,7.35배,-1.10%,1.16%,,,,,,
미래산업,9400.0,10.0,+0.11%,9400.0,9420.0,13167.0,123.0,11984.0,반도체와반도체장비,2022-09-20,미래산업,025560,,,,,,,,,,,,,,,,,418  억원,코스피 1083위,4452007,500원  l  1주,4452007,140212,3.15%,N/A  l  N/A,"27,600  l  9,000","4.64배  l  2,025원",N/A  l  N/A,"0.44배  l  21,282원",,7.35배,-1.10%,,,,,,,
SFA반도체 *,4835.0,5.0,+0.10%,4830.0,4835.0,260705.0,1264.0,376438.0,반도체와반도체장비,2022-09-20,SFA반도체,036540,1897.0,210.0,,11.07,,,,,,84.0,57.35,,,,,,"7,952  억원",코스닥 67위,164460303,500원  l  1주,164460303,10050520,6.11%,"4.00매수  l  8,333","7,980  l  4,745",12.49배  l  387원,12.00배  l  414원,"1.77배  l  2,736원",,7.35배,-1.10%,,,,,,,
오디텍 *,4955.0,5.0,+0.10%,4950.0,4955.0,27875.0,138.0,80513.0,반도체와반도체장비,2022-09-20,오디텍,080520,,,,,,,,,,,,,,,,,582  억원,코스닥 1219위,11746609,500원  l  1주,11746609,350931,2.99%,N/A  l  N/A,"8,950  l  4,900",78.65배  l  63원,N/A  l  N/A,"0.42배  l  11,698원",,7.35배,-1.10%,2.02%,,,,,,
주성엔지니어링 *,13700.0,0.0,0.00%,13700.0,13750.0,311868.0,4321.0,469334.0,반도체와반도체장비,2022-09-20,주성엔지니어링,036930,1062.0,280.0,190.0,26.41,17.89,,,,,,,,,,,,"6,610  억원",코스닥 87위,48249212,500원  l  1주,48249212,5517509,11.44%,"4.00매수  l  22,500","28,400  l  10,650","3.84배  l  3,564원",N/A  l  N/A,"1.61배  l  8,487원",,7.35배,-1.10%,1.13%,,,,,,
하나마이크론 *,11400.0,0.0,0.00%,11350.0,11400.0,292211.0,3360.0,734076.0,반도체와반도체장비,2022-09-20,하나마이크론,067310,2357.0,429.0,,18.2,,,,,,355.0,32.14,,,,,,"5,463  억원",코스닥 108위,47921854,500원  l  1주,47921854,3715685,7.75%,"4.00매수  l  21,600","22,353  l  11,050",14.20배  l  803원,N/A  l  N/A,"1.86배  l  6,131원",,7.35배,-1.10%,,,,,,,
제우스 *,25100.0,0.0,0.00%,25100.0,25150.0,96277.0,2459.0,86777.0,반도체와반도체장비,2022-09-20,제우스,079370,,,,,,,,,,,,,,,,,"2,606  억원",코스닥 303위,10384000,500원  l  1주,10384000,1114622,10.73%,N/A  l  N/A,"32,200  l  18,000",30.39배  l  826원,N/A  l  N/A,"1.01배  l  24,737원",,7.35배,-1.10%,0.40%,,,,,,
